podcast_id,title,host,category,language,avg_rating,num_episodes,release_year
387,Condition north single way.,Justin Harrison,History,Italian,4.81,197,2024
388,Per surface well painting real.,Robert Matthews,Business,Arabic,3.15,877,2015
389,Unit enjoy finally human.,Sara Richards,Philosophy,Russian,4.13,574,2005
390,Treat most.,Brandi Cowan,Comedy,Chinese,2.31,579,2017
391,White task tax.,James Ward,Philosophy,Chinese,2.84,495,2008
392,Country very.,Jennifer Baker,Education,Russian,4.22,254,2024
393,Stuff front provide receive.,Brenda Smith,Business,Spanish,4.08,746,2006
394,Prepare idea.,David Webster,Music,Chinese,3.1,543,2011
395,Case man not although pick.,Monica Reed,Comedy,Arabic,4.47,385,2023
396,Throw positive along art.,Jason Smith,Music,Portuguese,4.63,1000,2020
397,Senior even.,Henry James,Politics,Italian,4.94,167,2008
398,Stock detail far key.,Brittany Bell,Business,English,4.39,745,2025
399,Manage apply here.,Michael Lewis,Technology,Chinese,3.14,813,2011
400,Name around study.,Bradley Jacobs,True Crime,Italian,2.99,419,2020
401,Probably thus then industry quickly.,Gary Garcia,Health,English,4.97,672,2008
402,Probably bad.,Christopher Shaw,News,Hindi,5.0,384,2012
403,Firm without.,Sheri Black,History,Russian,4.23,740,2005
404,Leader believe nor.,John Miller,Business,Portuguese,2.01,230,2011
405,Growth bad every woman long.,Javier Jones,Science,German,4.78,293,2011
406,Raise third very investment anything.,Jamie Griffin,Science,Arabic,2.89,280,2007
407,Song own wind environmental.,Mary Solomon,Sports,Italian,4.49,865,2010
408,Artist several free.,Nicole Scott,True Crime,Chinese,2.75,781,2017
409,Guy should message until option.,David Jones,Lifestyle,German,3.12,925,2007
410,Her hot series.,Edward Cochran,History,German,4.52,139,2019
411,Fire meeting dog be.,Emma Cole,Health,Russian,3.16,815,2018
412,Pay sit form section.,Gerald Guerrero,Health,German,2.36,439,2017
413,Budget break method.,Victor Cook,Sports,Spanish,4.81,772,2006
414,Throughout they.,Mary Lucero,Science,Italian,4.97,378,2008
415,Travel month.,John Carter,Politics,English,4.22,314,2013
416,Star must.,Katherine Pierce,Philosophy,Italian,2.83,14,2024
417,Article answer somebody.,Michael Morales,Science,Chinese,4.11,441,2025
418,Reflect threat specific.,Michelle Calderon,Society,Hindi,2.29,44,2015
419,Sell time hot deep hospital.,John Smith,Politics,German,3.91,415,2025
420,East glass create.,Debra Ramos,Music,English,4.13,269,2025
421,Current dinner election.,Ryan Richardson,News,Chinese,2.74,311,2006
422,Include red.,Catherine Clarke,Philosophy,Russian,3.68,369,2005
423,Task chair start simply focus.,Jimmy Turner,Sports,Spanish,2.28,433,2014
424,Close television great prevent.,David Miller,Society,English,4.23,75,2012
425,Sometimes left believe coach.,Terri Snyder,Society,Russian,3.22,92,2009
426,Business here represent he.,William Espinoza,History,French,3.98,806,2010
427,Response our simply central ask.,Jennifer Webster,Health,Portuguese,2.27,452,2021
428,Movement Mrs interest into least.,Emily Ali,Politics,French,2.39,833,2007
429,Name rather save serve.,Elizabeth Hall,Politics,Arabic,3.48,161,2016
430,Simple responsibility.,Sabrina Scott,Lifestyle,English,3.1,41,2022
431,Cause option machine reality.,Richard Shaw,Health,Italian,3.3,821,2022
432,Artist test good down.,Jillian Kelley,Politics,Russian,2.47,530,2005
433,Have manager between century.,Gabriel Hunt,Business,Spanish,4.0,932,2010
434,Perhaps hot can.,Jessica Taylor,Comedy,Italian,4.48,689,2022
435,Minute season.,Craig Guerra,Business,Russian,3.8,888,2012
436,Baby fine I.,Shane Henderson,News,Italian,3.54,515,2018
437,Capital blood seem least.,Anne Kidd,Health,Hindi,2.31,872,2005
438,Report expect reality.,Benjamin Rivera,Technology,Russian,4.29,40,2023
439,Treatment song.,Timothy Thompson,True Crime,German,4.57,394,2019
440,Open road policy building Democrat.,Taylor Chandler,Music,Italian,3.58,432,2025
441,Financial water owner.,Kimberly Powers,Philosophy,Arabic,4.39,404,2010
442,Kind my human relationship.,Kurt Jackson,Comedy,Portuguese,4.89,648,2019
443,Argue realize traditional kitchen.,Aaron Fuller,Science,German,2.2,143,2007
444,Bit property understand back hit.,John Long,Science,English,4.08,587,2016
445,Current process star all.,Nicole Mason,Comedy,English,3.9,940,2014
446,Strategy answer life.,Christopher Conner,Philosophy,Spanish,2.24,95,2018
447,Education myself owner.,Mr. David Snow,Business,Portuguese,3.24,82,2020
448,Especially different huge inside long.,Angel Knapp,History,English,2.27,882,2012
449,Prevent industry degree wind.,Jamie Anderson,Lifestyle,Hindi,3.56,787,2007
450,Action little outside.,Patricia Jackson,Society,Chinese,3.05,922,2006
451,Daughter though strong majority Mr.,Crystal Day,Technology,English,4.78,231,2019
452,Everybody heavy.,Jordan Brown,News,Russian,3.13,256,2017
453,Can use see.,Sierra Long,Comedy,Arabic,2.54,491,2008
454,Nation father yeah.,Benjamin Moore,Sports,Spanish,3.66,585,2010
455,Amount less.,Douglas Jones,Sports,German,3.93,504,2025
456,Oil threat community but.,Johnny Wong,True Crime,Russian,4.07,901,2025
457,Step long get heart.,Ann Williams,Health,German,2.22,703,2011
458,Ready moment alone population along.,Patrick Ramirez,Music,Hindi,4.33,718,2015
459,Nearly thank.,Emma Castillo,News,Arabic,4.74,963,2019
460,Nature deal anyone here.,Taylor Diaz,Business,Portuguese,3.94,901,2024
461,Democratic off.,John Smith,Technology,English,4.4,219,2023
462,This buy produce hotel.,Carrie Moore,Politics,German,3.75,360,2025
463,Determine in garden across.,Betty Boyd,Sports,Spanish,2.82,848,2007
464,Head media situation.,Sara Clarke,Education,Chinese,4.3,710,2010
465,Usually follow camera stay.,Deborah Bradshaw,Philosophy,Portuguese,3.98,54,2025
466,By exactly experience situation.,Ernest Rogers,Education,French,3.52,72,2014
467,While professor listen film.,Anne Ray,Science,Arabic,3.32,984,2024
468,Movement describe.,Ruben Reyes,Science,Hindi,2.06,21,2006
469,Room focus something dinner.,Kent Brown,Science,German,3.2,782,2012
470,Never old could fly raise.,Kevin Fry,Society,Chinese,4.59,584,2015
471,Fast each song ten wonder.,Michael Acevedo,Health,German,4.25,451,2005
472,Might stop policy Mrs.,Joshua Cline,Business,English,2.63,943,2018
473,Quite data because study.,Phillip Brown,Education,Italian,4.54,612,2021
474,Establish story own.,Anthony Leonard,Philosophy,Arabic,2.19,124,2017
475,Phone television run early wear.,Erin Simpson,News,English,3.52,68,2021
476,Both see.,Mr. John Smith PhD,Comedy,English,4.08,247,2020
477,Each recognize size hand.,Shawn Weber,Business,Spanish,3.9,770,2011
478,Spring institution debate hundred.,Isaac Miller DDS,Business,French,3.2,537,2016
479,Similar consider discuss.,Joe Baird,Health,Portuguese,4.77,422,2019
480,Fly agreement skin.,Kelly Bell,Politics,Italian,2.7,319,2022
481,Return summer under maintain.,Randy Fernandez,Lifestyle,French,2.66,71,2009
482,Your car card.,Warren Thomas,Science,German,4.55,325,2009
483,Professional entire exist for.,Melinda Avila,Health,Portuguese,2.23,680,2012
484,Various measure rock.,Patricia Cook,Science,Italian,2.82,91,2021
485,Debate bed.,Robert Moses,True Crime,Arabic,4.27,57,2011
486,Chair figure.,Denise Weaver,True Crime,Chinese,2.69,690,2023
487,Federal dark blue significant west.,Bryan Bennett,Sports,Chinese,2.65,533,2023
488,Training risk Democrat.,Diana Wyatt,Society,Hindi,4.77,383,2018
489,Institution board hot apply task.,Rebecca Brooks,Lifestyle,Arabic,2.4,560,2006
490,Cultural board military style into.,Brandon Castro,Comedy,Russian,4.4,681,2016
491,Rule with at he pressure.,Kevin Delgado,Business,German,3.45,625,2009
492,Black shoulder return appear.,Karl Young,True Crime,Hindi,4.79,798,2015
493,Perform east.,Zachary Smith,Philosophy,French,4.07,30,2008
494,Compare together subject mother those.,Linda Smith,History,French,4.8,316,2021
495,Spring ask peace resource.,Robert Ramirez,Health,Chinese,4.24,227,2025
496,Miss seek.,Mrs. Alice Price,Politics,French,4.27,798,2013
497,Food pretty time now special.,Rodney Flynn,History,Arabic,2.18,573,2006
498,Difference mission.,David Mcguire,Sports,Italian,2.09,420,2011
499,Example training.,Gary Ross,News,English,2.52,498,2022
500,Teacher perform find past.,Regina Martin,Health,Spanish,2.78,39,2024
501,By fact.,Stephanie Aguilar,Society,Chinese,2.05,902,2016
502,Young security return tend.,Kimberly Nichols,Science,Arabic,4.81,767,2019
503,After boy necessary poor history.,Ronald Rodriguez,Science,Hindi,2.95,164,2007
504,Take economic from public.,Tammy Murray,Music,Arabic,2.83,161,2018
505,Matter sell challenge.,Lee Davis,Society,English,4.37,922,2008
506,Feel risk feel student across.,Andrew Hudson Jr.,Music,Chinese,2.26,271,2005
507,Hair you interest author nor.,Adam Murphy,Politics,German,3.52,967,2015
508,Wrong large.,Donna Hebert,News,Chinese,2.46,505,2021
509,Specific those.,William Floyd,Music,Russian,2.33,82,2012
510,Spring image five.,Robert Jones,Health,Portuguese,2.86,230,2021
511,Light truth this.,David Hall,Sports,Hindi,2.6,445,2005
512,Politics seem picture well.,Dennis Carney,Lifestyle,Arabic,3.17,916,2009
513,Poor family smile.,Audrey Bell,Lifestyle,Portuguese,2.66,484,2022
514,More choose.,Sarah Martinez,Business,Portuguese,3.07,909,2025
515,Federal nation up special management.,Thomas Hudson,Comedy,Italian,2.2,711,2015
516,But and push.,Kristen Brown,Health,Arabic,2.87,231,2019
517,Pattern carry know oil.,Ronald Thornton,Lifestyle,Arabic,2.77,828,2021
518,Story end two ability.,David Case,Comedy,Arabic,3.88,957,2017
519,Class now.,Ernest Johnson,Comedy,Arabic,3.02,828,2012
520,Movement easy anyone.,Nathaniel Hull,News,French,3.49,542,2008
521,Charge politics before more.,Eduardo Friedman,News,Portuguese,4.21,377,2009
522,Increase week your.,Teresa Pacheco,Technology,French,4.74,459,2013
523,Four few chair standard cut.,Katie Smith,Politics,English,4.36,158,2021
524,Tv exactly.,Mr. Stephen Smith,Sports,French,4.43,915,2020
525,Realize room.,Martin Mccormick,Sports,German,2.35,53,2012
526,Stock popular pass role.,Andrea Lewis,News,German,4.91,306,2021
527,How already.,Billy Carter,News,English,4.77,99,2014
528,Be investment discuss for fast.,Tamara Nelson,Sports,Arabic,2.28,709,2020
529,Section keep game box.,William Norton,Society,Arabic,3.51,724,2017
530,Security feeling my her.,Bruce Gates,Sports,Italian,2.46,552,2021
531,Ok wife forward sense.,Travis Hoover,Society,Chinese,2.47,922,2020
532,Trial marriage will.,Amanda Navarro,History,French,2.48,562,2023
533,Reality to.,Cynthia Moore,Health,German,2.91,44,2016
534,Brother better ready receive.,Shannon Anderson,True Crime,Chinese,4.59,704,2006
535,Spring information some.,Brandon Tate,Health,Chinese,3.48,590,2025
536,Eye poor reach tell bed.,Ivan Smith,Lifestyle,English,4.76,359,2019
537,Worker face hundred.,Nicole Curry,Music,German,2.84,874,2024
538,Effort suddenly affect crime.,Alexander Williams,Lifestyle,Hindi,3.92,868,2025
539,Surface early.,Kathy Cole,History,English,3.9,567,2010
540,Arm listen from.,Keith Lee,Health,Hindi,3.12,592,2018
541,Son area range natural.,Lisa Li,History,Hindi,4.9,887,2008
542,Together already week year.,Kayla Dudley,Society,Hindi,4.49,885,2008
543,Between value minute support.,Jon James,Sports,Portuguese,4.05,52,2008
544,Might food hand.,Natasha Woods,Science,Arabic,4.85,134,2010
545,Conference think.,Terry Thomas,Business,Arabic,3.37,313,2010
546,Without public picture range.,Karen Reyes,Politics,Hindi,3.71,238,2024
547,Relate them upon.,Julie Griffin,Science,Italian,4.48,53,2006
548,Economic food world company.,Jacob Simmons,Sports,Spanish,4.73,672,2008
549,Wonder word whether.,Crystal Gonzalez,Comedy,Chinese,2.21,589,2014
550,Fact thing.,Jacqueline Spencer,Philosophy,Russian,3.05,860,2017
551,Year reality you.,William Cruz,Technology,Russian,4.31,599,2021
552,Citizen owner.,Kristina Brennan,Philosophy,Italian,2.6,570,2010
553,Push wait.,Connie Wilson,True Crime,Portuguese,2.38,142,2017
554,Necessary item little.,Holly Rose,History,Chinese,3.11,24,2020
555,Single sense sister.,Oscar Lee,History,Spanish,3.44,299,2010
556,List much edge.,Peggy Zimmerman,Technology,English,2.7,815,2021
557,Defense event.,Andrew Stone,Comedy,French,2.37,692,2021
558,Pressure himself family half.,Hailey Watts,Comedy,German,3.72,200,2010
559,Rich establish loss gun.,Natalie Spence,Health,Russian,2.16,23,2018
560,Deal enjoy evidence lead ok.,Nancy Lee,Science,French,3.57,506,2022
561,Particularly not new staff.,Brenda Dodson,Music,French,2.29,459,2017
562,Care full.,William Wilson,Society,Russian,4.76,325,2019
563,Star wall in room.,Erika Hall,Education,Hindi,3.88,714,2008
564,Name available.,Deborah Carroll,Music,Chinese,2.48,286,2005
565,Agree paper usually.,Jennifer Velasquez,Business,Italian,4.35,656,2017
566,Fact learn.,Tamara Hobbs,Technology,Hindi,3.61,244,2018
567,Top marriage so hold top.,Kim Hurst,Philosophy,Italian,3.93,89,2006
568,Answer yeah from think.,Marissa Perez,Music,Chinese,3.99,741,2005
569,Laugh do agreement.,Bethany Boone,Business,English,4.83,460,2017
570,Her quickly myself western.,Elizabeth Campbell,Science,Spanish,3.2,104,2005
571,Become interview history lot do.,Melissa Patton,Sports,Arabic,2.09,495,2010
572,Model style.,Bryan Daniel,Business,Hindi,2.25,260,2017
573,Mr wish.,James Velasquez,Business,Arabic,4.57,220,2022
574,Sit go great.,Kathy Bowers,Education,Spanish,4.29,358,2025
575,Strategy store teach.,Jesse Miller,Sports,Italian,2.53,63,2024
576,Family fight operation close.,Brian Brown,Health,Hindi,4.77,684,2009
577,Require quite director.,Luis Rodriguez,Politics,Russian,2.56,650,2016
578,Hotel notice arrive.,Raymond Colon,Health,Italian,4.79,318,2014
579,Home arrive model including.,Michael Newman,Education,Arabic,3.11,336,2021
580,We window stock list.,Robert Simmons,Lifestyle,Hindi,3.18,640,2005
581,Common cup.,Rachel Morgan,Sports,Russian,4.07,116,2016
582,Owner bank approach race tax.,Robert Saunders,True Crime,Arabic,4.05,56,2012
583,Stand affect reduce.,Angela Morales,Lifestyle,Arabic,3.48,199,2018
584,Class check ability.,Daniel Smith,Society,Russian,3.99,942,2005
585,Hit because west hundred.,Elizabeth Joseph,Health,English,3.17,915,2022
586,Radio north.,Lisa Mccarty,Education,Chinese,4.29,940,2016
587,Although next.,Chelsea Johnson,Sports,Hindi,3.17,31,2020
588,Save raise together.,Jacob Baker,News,Russian,4.98,140,2021
589,Thus so when myself.,James Simmons,Science,Portuguese,4.16,853,2010
590,Meet alone conference process.,Leah Chen,News,English,4.65,228,2015
591,Necessary everything main could high.,Emily Swanson,Comedy,French,4.58,400,2010
592,Difference hand wear.,John Murray,Philosophy,Italian,2.03,460,2012
593,Speech threat bank.,Cynthia Johnson,Music,English,4.13,786,2024
594,Learn audience loss.,Amy Johnson,History,Spanish,2.1,76,2010
595,Wish safe thing story.,Jeremy Chavez,Technology,Hindi,3.32,61,2021
596,Hospital free mean throughout fish.,William Mullins,Business,Chinese,4.09,679,2016
597,Huge house return.,Jesse Thomas,Technology,Italian,4.32,217,2005
598,Movie within back according.,Mark Reynolds,History,Italian,4.46,360,2025
599,Culture prevent him.,Michelle Robinson,Comedy,German,3.31,642,2016
600,President should size get.,Jasmine Martin,Comedy,Portuguese,2.54,155,2013
601,Property next.,Randall Tucker Jr.,Comedy,Hindi,3.8,278,2020
602,Eye beautiful safe affect.,Kyle Russell,Business,German,4.03,639,2010
603,Whether song then fill.,Charles White,Education,Portuguese,4.13,125,2014
604,Member lawyer cold image.,Christopher Wong,News,German,2.81,980,2020
605,Sit especially bill want official.,Amber Garcia,History,Chinese,3.91,653,2025
606,Large knowledge interest.,Lisa Harding,Music,Arabic,3.36,314,2017
607,Tend offer.,Adam Cruz,Science,Spanish,2.67,185,2005
608,Modern full military data trade.,Julie Scott,Lifestyle,Spanish,2.63,12,2020
609,Stay wife two.,Madeline Watson,News,German,3.25,649,2019
610,Born dream environment east.,Melanie Schmitt,History,Portuguese,3.75,854,2021
611,Involve food senior soon himself.,Nicole Hoover,Health,Spanish,3.89,910,2014
612,Threat top design.,Richard Gallagher,Lifestyle,Arabic,4.23,421,2023
613,If activity.,Karen Martin,True Crime,Russian,4.02,661,2005
614,Play within.,Francisco Willis,True Crime,Portuguese,3.81,277,2025
615,Agent face almost family.,Stephanie Hunter,Music,English,4.27,918,2021
616,Lay remember each around machine.,Tracey Kim MD,Technology,Italian,2.62,476,2016
617,Must why along spring now.,Susan Knapp,Music,Hindi,3.62,574,2014
618,Goal teach whose hold.,Nicholas Turner,Education,Arabic,3.01,450,2025
619,Fly field people new.,Christopher Stevens,News,English,4.25,720,2009
620,Despite door.,Alexa Richardson,History,French,2.68,970,2020
621,Room apply best professional.,Luke Taylor,Politics,Chinese,3.1,977,2017
622,Hundred support once.,Craig Spencer,Society,Russian,3.5,148,2020
623,Save condition explain green culture.,Bruce Thompson,Music,German,2.51,130,2022
624,Stock military.,Michael Ford,Music,Russian,2.99,782,2023
625,Federal rise.,Alexander Shepherd,True Crime,German,3.27,195,2011
626,Week language.,Thomas Hall,Technology,English,3.99,686,2010
627,Way nothing particularly fact friend.,Connie Gordon,Lifestyle,English,4.75,743,2022
628,Cup rather difference big.,Cynthia Davis,Society,English,2.55,487,2009
629,Only open report my.,Annette Alexander,Society,Arabic,2.3,358,2009
630,Them reality seek financial.,Angela Carter,Music,Chinese,4.22,894,2005
631,Including expert argue end.,John Pace,Comedy,English,3.86,600,2017
632,Few both people science red.,Christina Griffith,Music,German,4.62,794,2006
633,Buy probably may.,Luis Harris,Politics,Italian,4.93,432,2019
634,As thank.,Jonathan Gonzalez,Comedy,Hindi,4.39,44,2017
635,Loss all bar program night.,Melanie Johnson,Philosophy,Russian,2.54,877,2006
636,Its explain ever staff.,Warren Kline,History,Arabic,4.83,607,2011
637,From what race very.,Joshua Jennings,True Crime,Italian,2.41,330,2023
638,Them owner knowledge.,Kevin Gates,Comedy,Chinese,3.45,948,2017
639,Energy consider.,Megan Barry,Science,Hindi,4.4,800,2007
640,Together morning individual.,Jennifer Solis,Science,English,3.33,429,2021
641,Attention agreement special century.,Leah Campbell,Comedy,Russian,3.47,342,2009
642,Radio religious.,Allison Grant,Music,Portuguese,3.29,949,2017
643,Fire prepare civil.,Denise Flores,True Crime,Italian,4.05,532,2018
644,Church century mind.,Sherry Ellis,Philosophy,Spanish,3.23,550,2013
645,Instead resource plan although anyone.,Ann Walker,Society,French,4.81,337,2023
646,Thought necessary land determine.,Henry Garcia,True Crime,French,4.28,579,2023
647,Child firm fear TV.,Christopher Burton,History,Russian,2.65,700,2020
648,Clearly purpose.,James Morales,Politics,Spanish,3.08,321,2005
649,Whose million figure.,Bradley Santiago,Philosophy,English,4.41,839,2017
650,Shoulder fish thing church start.,Michael Lopez,Music,Italian,3.63,778,2008
651,Coach with well add.,Shawn Moore,News,Arabic,3.83,678,2019
652,Arrive challenge.,William Marsh,Music,Portuguese,3.26,12,2006
653,Between move couple.,Katherine Johnson,Education,English,3.89,499,2008
654,Size door nation start.,Julie Smith,True Crime,English,3.19,142,2012
655,Can investment.,Chad Owen,News,Portuguese,3.63,80,2005
656,Service provide maybe.,Daisy Lee,Music,Italian,4.21,299,2017
657,Manage most.,Gail Oneal,Education,French,4.32,544,2024
658,Star usually form.,Russell Craig,Science,Spanish,4.32,595,2013
659,Report movement risk.,Alison Berger,Science,German,4.53,37,2022
660,None cut civil about care.,Julia Gonzales,Lifestyle,Arabic,4.71,823,2025
661,Help record industry lot.,Kimberly Newton,Music,Russian,4.5,731,2016
662,Focus American message possible.,Kimberly Collins,Science,Italian,2.58,331,2008
663,Government responsibility anyone mind claim.,Kurt Allen,Education,Chinese,2.69,46,2018
664,Feeling learn eye.,Alexander Conway,History,Arabic,2.72,34,2017
665,Need worry world boy seem.,Lisa Deleon,Society,Spanish,3.39,734,2022
666,Might hospital ask no.,Krista Bryan,Lifestyle,Italian,4.36,466,2008
667,Could culture kitchen.,Mr. Raymond Waller DDS,Lifestyle,English,4.88,837,2017
668,Daughter put.,Daniel Nielsen,Comedy,Arabic,2.73,708,2023
669,Safe someone black our.,Marcus Gilbert,Philosophy,Spanish,4.49,746,2013
670,Real according.,Dalton Fletcher,True Crime,German,4.75,978,2016
671,Indicate believe economic officer.,Kara Baird,Politics,German,3.91,538,2016
672,Local attention feeling.,Debbie Rodriguez,Health,Arabic,2.37,11,2018
673,Population apply election town mention.,Jessica Jefferson,News,German,4.61,12,2016
674,Early door.,Isaiah Dean,News,Arabic,4.32,173,2020
675,Trip sometimes trip coach.,Nathan Sanders,Technology,Portuguese,3.66,627,2010
676,Expert second east.,Robert Owens,Society,Russian,3.2,488,2015
677,Home least live.,Samantha Kennedy MD,Comedy,French,2.39,197,2013
678,Off rich.,Hector Graham,Comedy,Portuguese,2.56,913,2011
679,Across trade far.,Warren Hill,Business,Italian,2.62,276,2006
680,Discover attorney attack.,Eric Wood,History,Hindi,3.94,801,2018
681,Price hope commercial example use.,Michael Hale,Health,Arabic,3.68,851,2010
682,Scientist seven station education place.,Karen Alvarez,Education,Italian,3.34,548,2020
683,No end view decide simple.,Matthew Harrington,Music,Arabic,4.26,982,2005
684,Official sometimes.,Dawn Melendez,Society,German,3.4,378,2014
685,Teach ahead point.,Mary Klein,Education,Arabic,3.12,904,2021
686,Including gas above certain.,Daniel Moreno,Music,Chinese,2.04,466,2005
687,Heavy should actually.,Samuel Brown,Lifestyle,Italian,3.24,531,2013
688,Quality prevent.,Kaitlin Dawson,Philosophy,Italian,3.8,836,2013
689,Their single.,Brandon Roth,Music,English,4.69,79,2017
690,Surface nation amount.,Catherine Hayes MD,True Crime,Arabic,4.15,799,2019
691,Later others fine.,Joseph Greene,Politics,English,2.31,156,2005
692,No force whom wife.,Robert Nguyen,Sports,Arabic,3.37,509,2006
693,Always arm talk.,Jennifer Hamilton,Health,Italian,3.62,440,2009
694,Hospital discuss need.,Matthew Blackwell,Society,German,2.32,643,2009
695,Cost leave pick follow.,Brian Daniels,True Crime,Portuguese,2.03,32,2007
696,Program generation.,Brett Johnson,Politics,English,3.61,350,2018
697,Everything he none guess behind.,Andrea Haynes,Lifestyle,Italian,4.26,414,2025
698,Beautiful down find.,Kara Carr,Music,Italian,3.97,538,2022
699,Traditional southern.,Jodi Gonzales,Sports,Russian,2.1,693,2007
700,Almost man spring.,Garrett Winters,Comedy,Italian,3.02,227,2023
701,Respond hospital person.,Michael Wright,Science,Italian,4.55,492,2025
702,Economy discover win.,Kenneth Cooper,News,English,2.34,942,2010
703,Raise case.,Erika Mclaughlin,Education,Hindi,3.52,984,2015
704,Leg but feel.,Katrina Gilbert,Lifestyle,Spanish,4.03,912,2005
705,Friend attention face mention.,Juan Vargas,Society,Chinese,2.84,443,2023
706,Although heavy lot.,Shelley Mason,Health,Russian,2.29,674,2017
707,Character poor.,Tanya Young,True Crime,Portuguese,2.16,835,2025
708,Ground health boy above.,Carlos Rivera,Music,French,4.04,997,2014
709,Pm leave half charge.,Jennifer Valencia,Lifestyle,Russian,2.68,360,2012
710,Visit trial country.,Mario Mullen,Politics,Italian,3.93,751,2006
711,Lot idea various whatever.,Casey Duffy,Comedy,German,3.54,239,2008
712,Through five war.,Christopher Harris DDS,Health,English,4.43,931,2024
713,Interest cold pressure painting.,Jose Gibson,History,Spanish,4.81,329,2007
714,Science office.,Jonathan Walker,Politics,French,4.91,175,2020
715,Doctor whose city size.,Bradley Bennett,History,Russian,3.5,25,2019
716,International determine manage star.,Jerry Dean,Music,German,2.7,59,2021
717,Easy risk better road.,Christopher Bowen,Philosophy,German,3.15,916,2018
718,Employee as interview.,Edward Greene,Education,Portuguese,2.1,206,2012
719,Do movie million.,Danielle Day,News,Russian,2.61,221,2007
720,Body international around.,Brittney Clarke,Education,Italian,3.89,57,2005
721,Whether character phone town.,Logan Kemp,True Crime,English,4.06,552,2018
722,Government collection mean land Congress.,Keith Dennis,Sports,Hindi,4.67,737,2010
723,Blood sit name personal.,Christine Schmidt,Science,Hindi,2.35,104,2016
724,Last how Democrat goal.,Jeffery Sanchez,Lifestyle,English,2.54,219,2013
725,Anyone magazine visit choose choose.,Devon Hensley,Music,French,3.25,847,2014
726,Consumer whom low.,Amy Harris,True Crime,French,2.06,482,2023
727,Itself laugh minute agreement.,Anthony Allen,Philosophy,Arabic,4.23,809,2005
728,Police chair.,Kelly Mckay,Science,Portuguese,3.51,397,2016
729,News it hope way.,David Harris,Society,Portuguese,4.17,401,2014
730,Eat size available push authority.,Kayla Owens,Comedy,English,2.3,482,2023
731,Which they market matter.,Sherri Brewer,Lifestyle,Russian,3.26,275,2005
732,Full treatment control interesting.,Joseph Baker,Sports,Hindi,4.25,403,2010
733,Learn audience they morning character.,Austin Hinton,Comedy,English,3.58,324,2013
734,Paper like democratic.,Angel Mccall,Lifestyle,Portuguese,2.33,108,2015
735,Writer employee unit people.,Richard Woods,Science,Arabic,3.76,92,2009
736,Close himself car.,Joshua Johnson,Philosophy,Spanish,3.74,822,2015
737,Everyone drop movie.,Robert Smith,Education,Hindi,2.03,561,2022
738,Finally note third green.,Walter Ayers,Lifestyle,Chinese,3.95,890,2018
739,Bill child success cost.,Nicholas Perez,History,French,3.82,457,2023
740,Company protect I order.,Michael Gilbert,History,English,3.16,810,2005
741,Discover see.,Katelyn Mercado,Society,Russian,3.92,833,2009
742,General class final few.,Jessica Wagner,Philosophy,Spanish,2.52,383,2016
743,Face again himself move call.,Jeffrey Lewis,Sports,Hindi,3.34,888,2010
744,Technology food bank indicate.,John Bryant,Technology,Portuguese,4.41,399,2008
745,Page our table administration soon.,Shane Murphy,Philosophy,Arabic,4.01,272,2005
746,Particularly music.,Michael Torres,Lifestyle,English,3.55,944,2017
747,Kid seven.,Nicholas Peters,Lifestyle,Arabic,3.51,819,2012
748,Short military camera visit.,Valerie Navarro,Philosophy,Arabic,3.9,882,2022
749,Since store state.,Sharon Valencia,News,Hindi,3.14,865,2017
750,Door threat should describe.,Thomas Wallace,Politics,Hindi,3.45,205,2022
751,Such of should.,Luis Mason,Health,German,3.6,801,2024
752,Keep top.,Jennifer Cole,Comedy,Arabic,2.48,581,2007
753,Television top partner.,Mr. Jason Gutierrez,Sports,Russian,3.9,463,2016
754,Move matter human whether.,Cathy Turner,Health,Italian,2.14,263,2020
755,Party computer them recently.,Lynn Duke,Health,Spanish,2.68,827,2014
756,Good cultural available.,Lisa Patel,Business,German,3.55,708,2009
757,Score president tax while church.,Carrie Lopez,Lifestyle,French,3.27,906,2006
758,Black person stop.,Kevin Hale,Sports,Italian,4.01,12,2021
759,Include pattern blue case enter.,Kellie Stewart,Sports,Hindi,3.22,698,2010
760,Growth seat government.,Angela Frank,Society,Chinese,2.76,208,2022
761,Religious four meeting answer.,Linda Frost,Comedy,English,4.01,487,2006
762,Vote information medical.,Lindsey Cruz,Health,French,2.27,459,2023
763,Anyone executive.,Eric Johnson,Sports,Italian,2.93,136,2006
764,Information budget go yes.,Patrick Howell,True Crime,French,4.39,380,2010
765,Continue large age respond.,Melinda Knight,News,Portuguese,3.87,240,2007
766,Tonight experience can.,Brian Grant,History,Spanish,2.35,104,2024
767,Ready area wait drop defense.,Dr. Richard Mccarthy MD,Politics,French,2.07,938,2018
768,Also something majority indicate.,Craig Smith,Society,Arabic,4.42,442,2020
769,Sense federal success.,Holly Villa,True Crime,Spanish,3.04,988,2009
770,Floor spring population.,Penny Perry,Sports,English,2.66,193,2019
771,Government response employee.,Elizabeth Wilson,Music,Chinese,2.03,874,2009
772,Walk drug always body.,Janet Landry,Music,English,3.63,419,2023
773,National last eight.,Shelia Evans,Education,Portuguese,4.27,644,2007
774,Lawyer west.,Rebecca Garner,Education,Chinese,4.96,403,2016
775,Service alone raise pick.,William Boone,Health,French,3.04,404,2023
776,Glass realize what.,Bryan Cervantes,Science,Russian,2.61,671,2024
